source,productid,mobilename,userid,review,rating,reviewdate,sentiment,_review_cleaned
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Flipkart Customer,...Camera quality is decent otherwise this mobile is outstanding Android mobile.,,2025-05-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Nassar Karungapally,...Given gift for nephew he's super hppy about phon quality and features camera is awsome,,2025-06-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",keshav kumar,...Camera Quality is awesome.Battery backup id goodDesignis also God,,2025-08-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Ajay Vaghela,...Does the Job...Budget friendly Mobile.Camera quality up to the mark need to improve.Other all features wonderful at this price,,2025-05-12,Neutral,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Ayandip Jana,"...Camera - it's decent, capture good photo in daylight, night time also if the light is enough",,2025-10-05,Neutral,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Sarika Sarika,...Camera quality is good nyc phone .... battery backup is good...,,2025-06-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Sonu Ans,...battery long lastingCamera quality averageDisplay also good,,2025-05-12,Neutral,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",M Devi,"...Camera - 3.7( for photo - 4.3 , for video 3 )Overall",,2025-06-12,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Ujala  Kulkarnijha,...The camera quality is also good and it doesn't feel like 90htz.,,2025-10-05,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Flipkart Customer,...Selfie camera is a bit off but back camera is good the resolution is sometimes a bit blur but the functioning is smooth.,,2025-10-07,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Sayan Saha,...the camera is what you have to consider.Camera quality is average.Overall phone is Fantastic.,,2025-09-12,Positive,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Rajesh Singh,...1. camera - average 6102.battery- very good but 10 watt charger 810,,2025-09-27,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Tippusultan Jagapur,"...side bar, freeform window.. High quality.Camera is clear and bright pictures.Many modes are available.Potrait is nice",,2025-08-12,Positive,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Flipkart Customer,...This phone is  so much good acording to price camera quality is best you can buy this pho,,2025-09-12,Positive,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Rajendra  Maru,...Camera quality is very bad ..I suggest dont purchse this phone .,,2025-08-12,Negative,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",सह संयोजक,...Display.........5.510Performance 510Camera ........4.510Audio quality 4.810Network,,2025-08-12,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Utkarsh Kumar,...Cons-Camera average quality  35Charging very slow .. you have to charge,,2025-08-12,Negative,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Mohammad Ibrahim,...price and Perfect mobile for recent timesCamera quality goodPerformance goodOverall super mobileFinally,,2025-08-12,Positive,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Gaurav,...50 Mega Pixel camera is equal to 5 MP camera of any normal mobile.,,2025-08-12,Negative,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",vikash,"...display is good, the software is fast.Just don't expect much in terms of camera.",,2025-08-12,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Kamlesh Prajapati,...Camera quality very bad.,,2025-10-08,Negative,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Ganesh Kumbhar,...Product is good at this price range.But improve front camera quality.Front camera should be 8 or 12 megapixel,,2025-08-12,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Lingareddy Chaitanya Chakravarti Reddy,"...2. There's a dummy rear camera, the front camera is usable",,2025-09-12,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Jd Dibyajyoti Das,...Camera quality,,2025-08-12,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Mohen Ronghang,...very good phone for medle class person..But camera quality is bad.. 50mp is just only the number.. Overall,,2025-10-08,Neutral,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Pavankumar B Navalli,...poor performanceThey mention 50MP cameraBut the picture quality is worst like 2 mp cameraSome phones with 2 MP camera are better than,,2025-09-12,Negative,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Shreya Gaude,"... lock, and other gesture motion and so on.Just camera quality is not that good.Overall best quality mobileMust buy",,2025-09-12,Positive,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Ajay Pratap  Singh,"...The back camera is decent, but the front camera could have been better.",,2025-10-06,Neutral,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Bhushan Usendi,...Camera is only 4k 30 and selfie is 1080 but this phone is good for multitaskers.,,2025-10-01,Positive,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Arman Ahmad,...Camera quality - superbPerformance -GoodBattery- ExcellentLook,,2025-03-12,Positive,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Samba Siva,...3. Camera working Great Both cameras But No Ultra wide lens's,,2025-03-12,Neutral,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",arpit dhanotiya,...Phone is good but they should provide good camera quality.,,2025-04-12,Negative,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",SHIVAM.ENTERPRISES,"...The back camera takes vibrant pictures, and selfies are also good.",,2025-04-12,Positive,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Flipkart Customer,...quality is superbbattery is out standingCamera quality is decentI suggest to buy 256 gb variant,,2025-07-12,Positive,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",sudharsan periyasamy,"...I feel camera not good ,Details not good  even using imx sensor.",,2025-03-12,Negative,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Ashish Kuril,...Cons:- Average camera performance- Bulky camera module,,2025-09-28,Negative,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",sandip ware,"...The camera is average, but the Gallery comes with an AI feature, so you can improve images.",,2025-05-12,Neutral,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Gautam Kumar,...Camera quality so poor plz don't bye when camera preferences.,,2025-04-12,Negative,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Raj Aryan,...2) camera quality is also decent as it has Sony IMX 896 due to which it has very low noise in night shots.,,2025-08-12,Positive,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Balasubramani Jayaraj,...Camera mix 882 better but this camera 896 is not better,,2025-10-07,Negative,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Chandan  Sharma,...Overall phone is good but camera quality not as per expectations.,,2025-09-12,Negative,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Muhammed  Yaser MP,...Performance and battery life is awesome.But the camera quality is not that much good.,,2025-07-12,Negative,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Sunazh  Tamang,...4. Snapdragon 7s gen 3 processor 555.Super camera 456. IP 69 rating 557.Awesome AI features 45Must buy it. Allrounder,,2025-05-12,Positive,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",SHIVAM.ENTERPRISES,...Camera quality is 1010.The processor works smoothly. Battery and,,2025-04-12,Positive,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Manpreet  Kumar,...Camera quality is very bad not good specially in low light.,,2025-09-12,Negative,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",jaidheep neerukundi,"...product, value for money for 21000 INR 8256Camera :- 35Battery :- 45Performance :- 55Design",,2025-08-12,Neutral,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Vivek  Verma Verma,...Good phone nd best camera quality,,2025-09-30,Positive,
flipkart,e2d563c696f88,"realme P3 Pro 5G (Nebula Glow, 128 GB)",Deepak Khandelwal,"...The camera quality is not good, after processing the image, the image is turning dark and black.",,2025-08-12,Negative,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Defiance Jaga Pradeep,...quality is so poor2.Very ads irritation3.Perfomance is very slow when camera portrait is on4.Sound is ok,,2025-07-12,Negative,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",John  Soren,...Osm ProductBattery life GoodCamera Quality OkkPaisa Wasool,,2025-09-12,Positive,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",anup  singh,"...Camera is not up to the mark.If you are not a camera lover, only need to use mobile then go for it.Otherwise all good for this mobile",,2025-04-12,Neutral,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Nitesh Sahu,...1. Looks - 552. Performance - 453.Camera - 354.Display - 35 (HD Display)5. Value for,,2025-06-12,Neutral,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",vijayan A,...Camera picture quality very low...,,2025-09-12,Negative,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Rahul Maity,...The camera quality is very bad.During video call phone off automatically,,2025-06-12,Negative,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Revathi S,...Phone is super..camera quality is good.sound quality is good.display quality is,,2025-04-12,Positive,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Sandip vamja,"...Good product,but selfi camera only 8mega pixel",,2025-04-12,Neutral,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Flipkart Customer,...Phone is good but the camera is little.Performance is Also Good,,2025-08-12,Neutral,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Madhusudan rao siripuram,...Don't waste your moneyBattery drainCamera poor qualityMobile heating,,2025-07-12,Negative,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",SARAVANAN  NATESAN,...Good.Improvement requisition for camera.,,2025-04-12,Positive,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",hritik chaurasiya,...Camera quality very cheap,,2025-04-12,Negative,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Tony Stark,"...Camera is decent, Selfie camera is not good.best 5g under this price, Sometimes it became",,2025-08-12,Neutral,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",nithin rk,"...Too big mobile, low quality camera",,2025-05-12,Negative,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Rimpa Das,...Love the product Phone's camera is awesome I'm I really like,,2025-04-12,Positive,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Hari Prasath,...and a decent performance for this range.The camera works well not so good.The battery backup is good comes around,,2025-06-12,Neutral,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Feroz Alvi,...Good Product.Camera average.Overall nice,,2025-09-25,Positive,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Suryanarayana,...Nice mobile but camera quality low,,2025-09-20,Neutral,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Vishal S. Chopra,...Giving 4 stars due to avarage camera quality and non-stereo speakers.,,2025-07-12,Neutral,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Velmurugan Selvaraj,...Camera quality waste,,2025-08-12,Negative,
flipkart,55887907a1c02,"POCO M7 5G (Mint Green, 128 GB)",Anonymous,,,,Neutral,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Flipkart Customer,...Camera- decentBattery- easily pass 1 day with single charge,,2025-09-29,Positive,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Neeraj Kumar,...Camera quality is good.Nice Design. Excellent.,,2025-09-12,Positive,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Om Ramesh Desai,...Camera is normal - good pictures in daylight but bad in low light.,,2025-09-12,Neutral,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Amit Sharma,...I bought this phone for its camera features only but disappointed as the camera performance was not as ex,,2025-09-12,Negative,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Rohit Pathak,...See the camera quality of this phone,,2025-09-29,Neutral,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Tapasi  Pal,...Very good product.Camera is good.But charger or soft case not included.,,2025-09-27,Positive,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Vivek Babu,...Camera quality is best but camera  is HANGING,,2025-09-12,Negative,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Gaurav,...Camera was very goodBattery backup is nice gave 9-10 hour easily,,2025-09-12,Positive,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Abhi Masand,...Worst camera.Not satisfied,,2025-09-14,Negative,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",sukumar  c,"...Good mobile, but costly..Kindly request improve camera quality!",,2025-10-03,Neutral,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Makwana Kirankumar,...Good camera result,,2025-08-12,Positive,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Vineet  Singh,...Camera amazing ,,2025-10-08,Positive,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Zaffar Mohammed,...Camera not good in evening.Phone lagging....Not for gaming,,2025-09-30,Negative,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Sahadev Maity,...Night camera decent,,2025-09-12,Neutral,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Shasi Rai,"...Charger not found,camera quality Average",,2025-09-28,Neutral,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Divyanshu Thakur,"...Not much for my expertise, while I shoot video by the camera is glitch, not working properly.",,2025-10-04,Negative,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",prateek jaiswal,"...display quality was quite good, camera is good but not as much as it mention sony lens.",,2025-08-12,Neutral,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",sujata  kumari,...Display and camera,,2025-10-03,Neutral,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",SIVA JENI,...Dual speaker and e and AMOLED and display fingerprint and 50 CAMERA IOS SUPPORT,,2025-08-12,Neutral,
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Amit  Verma,"...Worst product,camera hanging,battery draining too fas",,2025-09-27,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Roshan  Tudu,...Camera quality- osmBattery - ExcellentDisplay- goodPerformance-,,2025-04-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",The Curious Mind,...About camera fine since I don't really click a lot of photos I am gaming oriented,,2025-05-12,Neutral,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Uttam  .,...using this Phone .  Every Penny worth it .Camera quality is best in the segment .Display is justifying the price of Phone,,2025-07-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Ankur Manchanda,"...Camera - Back camera is average, front camera is poor quality - Dont purchase for camera",,2025-10-07,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Barnali Basu,"...Camera is not good , front camera pathatic but back is very good and unique ,",,2025-08-12,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",toshan yadav,...Best mobile of the yearBest camera back 50deft 2selfie8Best battery backup 6500 mahBest future,,2025-09-28,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Flipkart Customer,...performance 54Nice battery backup 55Camera quality very good4.55Vivo was fire,,2025-05-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Flipkart Customer,...with the product as well with the service .The camera quality of this phone is very poor..The photos looks like taken in a dark place,,2025-07-12,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",PANKAJ YADAV,...Very niceCamera qualityDesignHandling so smoothly,,2025-09-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Madhav Optic,...This vivo mobile features are very interesting and also camera has good HD quality photos.,,2025-07-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Boya  Murali,...1.Camera Awesome2.Front Camera Ok3.Cool Design4. Ultimate Battery 5,,2025-04-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Gaurav Jain,...the battery lasts 2 days on normal uses.The camera is good and the pics are sharp in daylight .I haven't checked the night shots.The only,,2025-09-30,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Subhranta Sahoo,...Camera 50 megapixel...but photos not so much satisfactory...,,2025-08-12,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Flipkart Customer,...All good except camera quality and mainly night or low light pictures.,,2025-08-12,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Vinod Gautam,...Camera quality is not good as expected in 50 megapixel.Battery is running down too early.,,2025-05-12,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Arun Sharma,...Magic eraser night mode video quality and camera very good,,2025-10-08,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Devendra Kumar,...quality camera and performance gamingAnd DSLR level camera quality,,2025-04-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Flipkart Customer,...But it did not has 2x zoom in portrait and camera quality is a little a bit bad.,,2025-04-12,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Sandeep Gautam,...Best vivo t4x 5g phone but Front camera Picture Bed quality,,2025-09-12,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Daman  S,...So far it is doing well.but the camera quality of the front camera is avg.,,2025-09-12,Neutral,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",subhajit sadhukhan,"...Display:It looks awesome, check my imagesCamera: excellent picture and details capturedVideo: Front camera 4k awesome.Battery:",,2024-09-01,Positive,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Sonia Sharma,...Camera quality is amazing 4k shots and many things.,,2025-08-12,Positive,
